study,case,np,backend,rho,grid,cells,wall_per_step_s,rhs,solve_x,solve_y,solve_z,comm
strong,256x256x2048,4,filtered_v2,025,257x257x2049,135334401,0.004627641894736842,0.00048140721052631583,0.0012688953684210525,0.0011824567368421053,0.0016222020526315789,7.11061052631579e-05
strong,256x256x2048,4,filtered_v2,040,257x257x2049,135334401,0.004682040684210526,0.0004813651052631579,0.0012699424736842104,0.001182490105263158,0.001675297157894737,7.125484210526316e-05
strong,256x256x2048,4,pascal,025,257x257x2049,135334401,0.005245985789473683,0.0004820904736842105,0.0012649399473684212,0.0011790711578947366,0.0022460961578947367,7.212336842105263e-05
strong,256x256x2048,4,pascal,040,257x257x2049,135334401,0.00526652947368421,0.0004943518421052631,0.0012654639473684208,0.0011786436842105262,0.00225309352631579,7.329705263157895e-05
strong,256x256x2048,8,filtered_v2,025,257x257x2049,135334401,0.0026631690526315787,0.0002481377368421053,0.0007313592105263157,0.0006858340526315789,0.000929355947368421,6.687984210526317e-05
strong,256x256x2048,8,filtered_v2,040,257x257x2049,135334401,0.002716201052631579,0.0002477803684210526,0.0007311357368421053,0.0006855124736842104,0.0009826142105263157,6.750557894736842e-05
strong,256x256x2048,8,pascal,025,257x257x2049,135334401,0.003020640684210526,0.00024827894736842107,0.0007273942105263159,0.0006818733157894736,0.0012940198421052631,6.737284210526316e-05
strong,256x256x2048,8,pascal,040,257x257x2049,135334401,0.003021954947368421,0.0002477935263157894,0.0007280437368421052,0.0006818027894736841,0.0012946329473684211,6.797778947368421e-05
strong,64x64x512,2,filtered_v2,025,65x65x513,2167425,0.000531322947368421,2.359478947368421e-05,7.695026315789474e-05,7.334568421052631e-05,0.00031529157894736844,4.0541368421052635e-05
strong,64x64x512,2,filtered_v2,040,65x65x513,2167425,0.0005478544210526316,2.3661684210526316e-05,7.809994736842106e-05,7.467147368421053e-05,0.0003294303684210526,4.052294736842105e-05
strong,64x64x512,2,pascal,025,65x65x513,2167425,0.0006232886315789473,2.3699842105263157e-05,7.55928947368421e-05,7.163647368421052e-05,0.00040917394736842105,4.166257894736843e-05
strong,64x64x512,2,pascal,040,65x65x513,2167425,0.0006246728421052632,2.3715631578947367e-05,7.557426315789475e-05,7.185252631578947e-05,0.0004099793684210526,4.204510526315789e-05
strong,64x64x512,4,filtered_v2,025,65x65x513,2167425,0.00038016284210526315,1.6522315789473688e-05,5.712884210526315e-05,5.491978947368421e-05,0.0001983308947368421,5.153642105263157e-05
